1 machines found
claire
CRF loss
Parsing training data: ../data/train.txt
Parsing test data: ../data/test.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train.txt
Test data: ../data/test.txt
loss: CRF, lambda: 1.000000e-04, Processors: 1
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
78 2.09892 0.0246182 115.939 80 8.973914 35.514834 14.413314 48.764176
79 2.09586 0.0572502 117.398 81 9.000886 35.514834 14.443851 48.822332
80 2.09259 0.0475911 118.859 82 8.962355 35.398487 14.482022 49.142192
81 2.08974 0.0282412 120.314 83 8.939236 35.282141 14.474387 49.054958
82 2.08664 0.0257726 121.925 84 8.877586 35.165794 14.443851 48.938645
83 2.08498 0.0447508 123.378 85 8.927677 34.991274 14.340789 48.735097
84 2.08279 0.0263481 124.837 86 8.869880 35.020361 14.344606 48.793254
85 2.07945 0.0266356 126.293 87 8.819790 34.933101 14.398046 48.880489
86 2.07713 0.0434761 127.75 88 8.896852 35.136707 14.390411 48.851410
87 2.07473 0.0289939 129.204 89 8.785112 34.787667 14.291167 48.502472
88 2.07291 0.0258705 130.664 90 8.808230 34.787667 14.310253 48.735097
89 2.07077 0.0427725 132.121 91 8.673371 34.438627 14.317887 48.589706
90 2.06925 0.0354446 133.576 92 8.684930 34.525887 14.378960 48.851410
91 2.06808 0.0251868 135.029 93 8.746580 34.642234 14.394229 48.967723
92 2.0661 0.0216317 136.479 94 8.735021 34.525887 14.375143 48.880489
93 2.06551 0.0489885 137.961 95 8.750433 34.351367 14.356058 48.909567
94 2.06441 0.0255592 139.414 96 8.758140 34.380454 14.386594 48.967723
95 2.06298 0.0182103 140.873 97 8.781258 34.438627 14.336972 48.706019
96 2.06202 0.0217985 142.326 98 8.731168 34.351367 14.329338 48.531550
97 2.06037 0.0333357 143.785 99 8.727315 34.496800 14.325521 48.618785
98 2.05968 0.0588316 145.239 100 8.684930 34.380454 14.268265 48.444315
99 2.05821 0.0167767 146.7 101 8.700343 34.554974 14.264448 48.444315
100 2.05767 0.0159546 148.154 102 8.700343 34.467714 14.287350 48.531550
101 2.05672 0.0207969 149.607 103 8.731168 34.496800 14.298801 48.589706
102 2.05563 0.0403846 151.07 104 8.708049 34.525887 14.272082 48.531550
103 2.05437 0.0207257 152.532 105 8.723462 34.700407 14.241545 48.415237
104 2.05365 0.0137295 153.991 106 8.684930 34.700407 14.222460 48.473393
105 2.05287 0.0167383 155.444 107 8.665665 34.729494 14.245362 48.444315
106 2.05227 0.035529 156.906 108 8.773552 34.758581 14.302619 48.386159
107 2.05146 0.0184062 158.371 109 8.738874 34.671321 14.317887 48.473393
108 2.05053 0.0144711 159.827 110 8.704196 34.642234 14.298801 48.415237
109 2.04992 0.0162532 161.313 111 8.723462 34.671321 14.260631 48.444315
110 2.04935 0.0509727 162.774 112 8.684930 34.525887 14.191923 48.269846
111 2.04791 0.0162375 164.234 113 8.708049 34.758581 14.172838 48.328002
112 2.04741 0.0114907 165.691 114 8.708049 34.700407 14.176655 48.269846
113 2.04685 0.0173626 167.15 115 8.719609 34.787667 14.169021 48.298924
114 2.04652 0.0381953 168.604 116 8.738874 34.729494 14.207191 48.298924
115 2.0459 0.015838 170.058 117 8.700343 34.613147 14.149935 48.211689
116 2.04535 0.0128249 171.509 118 8.692637 34.584061 14.153752 48.240768
117 2.04487 0.0159799 172.963 119 8.723462 34.554974 14.172838 48.298924
118 2.04418 0.0262045 174.46 120 8.723462 34.409540 14.127033 48.240768
119 2.04353 0.018262 175.914 121 8.735021 34.496800 14.115581 48.211689
120 2.04318 0.0100238 177.368 122 8.742727 34.584061 14.153752 48.124455
121 2.04268 0.013376 178.823 123 8.719609 34.525887 14.218643 48.298924
122 2.04226 0.0158114 180.282 124 8.715755 34.525887 14.214826 48.415237
123 2.04174 0.0145469 181.737 125 8.673371 34.322280 14.169021 48.444315
124 2.04127 0.0113078 183.189 126 8.715755 34.525887 14.153752 48.357081
125 2.04071 0.0157782 184.649 127 8.708049 34.235020 14.237728 48.444315
126 2.04036 0.015658 186.105 128 8.677224 34.176847 14.199557 48.386159
127 2.04008 0.0102956 187.562 129 8.688784 34.264107 14.218643 48.502472
128 2.03972 0.0096076 189.016 130 8.627134 34.147760 14.214826 48.531550
129 2.03938 0.0205355 190.477 131 8.665665 34.264107 14.203374 48.531550
130 2.03896 0.011014 191.935 132 8.638693 34.235020 14.237728 48.502472
131 2.03867 0.00874559 193.392 133 8.600162 34.089587 14.283533 48.589706
132 2.03834 0.0119167 194.853 134 8.646399 34.176847 14.279716 48.473393
133 2.03805 0.0111198 196.311 135 8.657959 34.147760 14.302619 48.415237
134 2.03774 0.0108334 197.766 136 8.731168 34.322280 14.298801 48.531550
135 2.03739 0.0129507 199.217 137 8.735021 34.380454 14.249179 48.386159
136 2.03717 0.014351 200.704 138 8.738874 34.409540 14.264448 48.473393
137 2.03697 0.00824988 202.156 139 8.727315 34.409540 14.264448 48.444315
138 2.03667 0.00739526 203.609 140 8.692637 34.380454 14.287350 48.415237
139 2.03646 0.014663 205.065 141 8.646399 34.205934 14.291167 48.444315
140 2.03622 0.00866427 206.527 142 8.669518 34.235020 14.260631 48.415237
141 2.03601 0.00723112 207.98 143 8.650252 34.176847 14.256813 48.386159
142 2.0358 0.0117295 209.435 144 8.642546 34.118674 14.268265 48.502472
143 2.03562 0.00833831 210.887 145 8.630987 34.089587 14.214826 48.473393
144 2.03541 0.00769689 212.335 146 8.611721 34.002327 14.218643 48.502472
145 2.0351 0.0113044 213.786 147 8.600162 33.885980 14.172838 48.473393
146 2.03489 0.0141431 215.238 148 8.650252 33.915067 14.134667 48.386159
147 2.03469 0.00768215 216.693 149 8.634840 33.915067 14.172838 48.415237
148 2.03456 0.00621531 218.141 150 8.646399 33.885980 14.188106 48.502472
149 2.03438 0.0113513 219.592 151 8.650252 33.856894 14.188106 48.502472
150 2.03421 0.010552 221.047 152 8.615574 33.827807 14.184289 48.415237
151 2.03407 0.00652724 222.503 153 8.615574 33.856894 14.176655 48.357081
152 2.03389 0.00632343 223.954 154 8.627134 33.856894 14.176655 48.415237
153 2.0338 0.016456 225.408 155 8.661812 33.915067 14.222460 48.415237
154 2.03366 0.00782564 226.864 156 8.657959 33.944154 14.195740 48.444315
155 2.03349 0.00626912 228.313 157 8.654105 33.944154 14.165203 48.328002
156 2.03337 0.00745277 229.763 158 8.677224 34.002327 14.172838 48.298924
157 2.03319 0.0227129 231.212 159 8.681077 34.118674 14.188106 48.328002
158 2.03294 0.0091548 232.664 160 8.657959 34.147760 14.157569 48.328002
159 2.03282 0.00558456 234.116 161 8.638693 34.089587 14.169021 48.328002
160 2.03269 0.00742751 235.567 162 8.630987 33.944154 14.172838 48.328002
161 2.03257 0.00905897 237.02 163 8.607868 34.002327 14.138484 48.298924
162 2.0324 0.0076221 238.475 164 8.611721 33.915067 14.149935 48.240768
163 2.03222 0.00582321 239.926 165 8.634840 34.060500 14.115581 48.153533
164 2.03211 0.0141139 241.38 166 8.642546 34.118674 14.161386 48.269846
165 2.03196 0.00548579 242.834 167 8.619427 34.031414 14.115581 48.124455
166 2.0319 0.00504426 244.288 168 8.604015 34.002327 14.115581 48.153533
167 2.03175 0.00709698 245.741 169 8.623281 34.060500 14.142301 48.182611
168 2.03169 0.0188896 247.195 170 8.623281 34.060500 14.149935 48.182611
169 2.03153 0.00703148 248.645 171 8.634840 34.031414 14.165203 48.211689
170 2.03144 0.00443204 250.101 172 8.630987 33.944154 14.146118 48.124455
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 249.97 seconds 
Total wallclock time: 250.101 seconds 
Objective/gradient CPU time: 249.74 seconds 
Objective/gradient wallclock time: 249.867 seconds 
