3 machines found
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
CRF loss
Parsing training data: ../data/train.txt
Parsing test data: ../data/test.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train.txt
Test data: ../data/test.txt
loss: CRF, lambda: 1.000000e-04, Processors: 3
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
0 24.5949 4.55704 0.465175 1 92.309174 100.000000 92.220780 100.000000
1 20.2607 5.09782 1.74044 3 71.379031 100.000000 71.421483 100.000000
2 17.4237 3.66112 2.37487 4 66.662814 99.825480 66.386747 99.883687
3 15.2976 2.67231 3.01333 5 53.442762 97.673066 53.515536 97.702821
4 13.197 2.13497 3.63522 6 45.397449 96.160558 45.663791 95.347485
5 10.856 2.52546 4.21917 7 39.702539 91.855730 40.445836 92.294272
6 9.27168 1.17401 4.81306 8 33.788001 87.056428 34.632415 87.641756
7 8.67999 0.877935 5.41438 9 31.518514 84.293194 32.300176 85.199186
8 7.80033 0.853367 6.0122 10 28.528494 80.453752 29.341934 81.942425
9 7.17584 1.5436 6.6713 11 27.133665 77.254218 28.105199 78.016865
10 6.65223 0.7331 7.26715 12 24.552075 72.833042 25.585923 74.411166
11 6.38958 0.544082 7.85947 13 23.646592 71.931355 24.627834 73.044490
12 5.89935 0.61694 8.50134 14 22.220938 69.342641 23.463623 72.055830
13 5.41367 0.845006 9.14097 15 21.068855 67.219314 22.421559 70.485606
14 5.03634 0.723804 9.75324 16 20.398413 65.852240 22.039850 69.962198
15 4.78652 0.389523 10.3624 17 19.281008 63.699825 20.963432 67.345158
16 4.5562 0.364758 10.9613 18 18.560475 61.140198 20.177113 65.193370
17 4.35319 0.387833 11.5535 19 17.782145 58.871437 19.608367 63.477755
18 4.13935 0.711821 12.1566 20 17.608754 58.406050 20.028246 63.332364
19 3.88662 0.294441 12.7574 21 16.341078 55.119255 18.948011 61.035185
20 3.76659 0.243602 13.3541 22 16.067507 54.333915 18.593022 60.715324
21 3.64562 0.382712 13.9479 23 15.894116 53.577661 18.451790 61.006106
22 3.53435 0.425622 14.5421 24 15.562748 53.083188 18.173143 60.104682
23 3.44749 0.246602 15.1397 25 15.135052 52.036067 17.837239 59.581274
24 3.31728 0.248114 15.7321 26 14.611028 50.407213 17.375372 57.952893
25 3.22642 0.245307 16.329 27 14.375987 50.087260 17.131079 57.342251
26 3.14575 0.468833 16.924 28 13.871229 48.051193 17.299030 56.237278
27 3.04395 0.180872 17.5164 29 13.347205 46.742292 16.715016 55.597557
28 2.98697 0.191303 18.1151 30 13.019689 46.160558 16.428735 54.608898
29 2.90394 0.252415 18.7077 31 12.784649 45.956952 16.318040 54.492585
30 2.88221 0.525151 19.3391 32 13.081339 45.811518 16.386747 53.911021
31 2.79534 0.176965 19.9442 33 12.526490 44.968005 15.966868 53.038674
32 2.76667 0.127418 20.543 34 12.314569 44.648051 15.890526 53.009596
33 2.72436 0.173042 21.1349 35 12.164297 44.095404 15.913429 52.951439
34 2.66711 0.223547 21.73 36 12.025585 43.979058 15.798916 52.951439
35 2.62216 0.202813 22.3216 37 11.979347 43.862711 16.035575 53.184065
36 2.58667 0.104757 22.9243 38 11.671098 42.815590 15.898160 52.893283
37 2.55326 0.142085 23.517 39 11.432204 42.001163 15.711123 52.311719
38 2.51597 0.141247 24.1169 40 11.439911 41.623037 15.714940 51.904623
39 2.47721 0.190277 24.715 41 11.416792 41.012216 15.627147 51.003199
40 2.4505 0.17307 25.3076 42 11.308905 41.012216 15.566074 50.799651
41 2.42923 0.112613 25.9056 43 11.073864 40.226876 15.474464 50.886886
42 2.40914 0.109213 26.5091 44 10.981389 40.255963 15.321780 50.712416
43 2.38505 0.208147 27.1161 45 10.881208 40.255963 15.401939 51.061355
44 2.35997 0.097341 27.7119 46 10.650021 40.023269 15.176731 50.654260
45 2.34655 0.0874927 28.3203 47 10.522868 39.819663 15.142377 50.799651
46 2.32551 0.0987169 28.9279 48 10.526721 39.790576 15.104206 51.119511
47 2.31413 0.170599 29.5184 49 10.534428 39.470622 15.127109 50.479791
48 2.29552 0.0776341 30.1328 50 10.345625 39.267016 14.936255 50.363478
49 2.28507 0.0639616 30.7292 51 10.241591 38.743455 14.928621 50.247165
50 2.2749 0.0807199 31.3351 52 10.176088 38.801629 14.875181 50.276243
51 2.26695 0.221755 31.9324 53 10.214619 38.917976 14.905718 50.421634
52 2.25195 0.0800493 32.5354 54 10.064347 38.656195 14.833193 50.276243
53 2.24283 0.0609804 33.1376 55 9.983432 38.510762 14.787388 50.218087
54 2.23488 0.0748072 33.7435 56 10.025816 38.452589 14.814108 50.247165
55 2.22165 0.101899 34.3461 57 9.906369 37.783595 14.802657 50.189008
56 2.21812 0.19131 34.9521 58 10.048935 38.103549 14.795023 49.752835
57 2.20298 0.0571676 35.5689 59 9.810041 37.056428 14.783571 50.014539
58 2.19781 0.0484414 36.1681 60 9.759951 37.201862 14.745400 49.810992
59 2.19039 0.0642768 36.7668 61 9.729126 37.318208 14.657607 49.607444
60 2.18489 0.168807 37.3678 62 9.756098 37.318208 14.726315 49.781913
61 2.17643 0.0724757 37.9692 63 9.713713 37.260035 14.653790 49.549288
62 2.17049 0.0473301 38.5741 64 9.659770 37.056428 14.684327 49.549288
63 2.1658 0.0563567 39.1766 65 9.582707 36.940081 14.676693 49.607444
64 2.15811 0.0621675 39.7692 66 9.478673 36.823735 14.508741 49.142192
65 2.15694 0.184458 40.3709 67 9.482526 36.823735 14.554546 49.171271
66 2.14468 0.0551163 40.9765 68 9.551882 37.027341 14.436217 48.880489
67 2.14063 0.0352702 41.5947 69 9.540323 37.114602 14.451485 48.764176
68 2.13557 0.0439559 42.2024 70 9.486379 36.969168 14.420948 48.880489
69 2.13043 0.0848231 42.7991 71 9.532617 36.969168 14.436217 48.851410
70 2.12488 0.0447805 43.3928 72 9.459407 36.765561 14.394229 49.025880
71 2.12136 0.0374566 44.001 73 9.459407 36.620128 14.371326 48.880489
72 2.11749 0.0493719 44.5917 74 9.359226 36.649215 14.378960 48.909567
73 2.11428 0.0410389 45.1947 75 9.309136 36.242001 14.359875 48.676941
74 2.11047 0.0375947 45.7919 76 9.232073 36.125654 14.466753 48.618785
75 2.10586 0.0847052 46.3857 77 9.043271 35.369401 14.371326 48.618785
76 2.10234 0.0529195 46.9853 78 9.008592 35.427574 14.447668 48.967723
77 2.10055 0.0261745 47.6007 79 8.966208 35.340314 14.436217 48.880489
78 2.09892 0.0246182 48.2125 80 8.973914 35.514834 14.413314 48.764176
79 2.09586 0.0572502 48.8234 81 9.000886 35.514834 14.443851 48.822332
80 2.09259 0.0475911 49.4306 82 8.962355 35.398487 14.482022 49.142192
81 2.08974 0.0282412 50.0364 83 8.939236 35.282141 14.474387 49.054958
82 2.08664 0.0257726 50.6405 84 8.877586 35.165794 14.443851 48.938645
83 2.08498 0.0447507 51.2322 85 8.927677 34.991274 14.340789 48.735097
84 2.08279 0.0263481 51.8345 86 8.869880 35.020361 14.344606 48.793254
85 2.07945 0.0266356 52.4331 87 8.819790 34.933101 14.398046 48.880489
86 2.07713 0.0434764 53.0339 88 8.896852 35.136707 14.390411 48.851410
