3 machines found
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
yanzis-MacBook-Pro.local
CRF loss
Parsing training data: ../data/train.txt
Parsing test data: ../data/test.txt
Data loading completed
====================  Summary of settings =================
Training data: ../data/train.txt
Test data: ../data/test.txt
loss: CRF, lambda: 1.000000e-04, Processors: 3
dim: 129, classes: 26
Train: #word=3438, #letter=25953
Test: #word=3439, #letter=26198
===========================================================
iter fn.val gap time feval.num train_lett_err train_word_err test_lett_err test_word_err 
87 2.07473 0.0289938 53.6254 89 8.785112 34.787667 14.291167 48.502472
88 2.07291 0.0258704 54.2203 90 8.808230 34.787667 14.310253 48.735097
89 2.07077 0.042773 54.8205 91 8.673371 34.438627 14.317887 48.589706
90 2.06925 0.0354443 55.4172 92 8.684930 34.525887 14.378960 48.851410
91 2.06808 0.0251867 56.0444 93 8.746580 34.642234 14.394229 48.967723
92 2.0661 0.0216317 56.6451 94 8.735021 34.525887 14.375143 48.880489
93 2.06551 0.0489891 57.2397 95 8.750433 34.351367 14.356058 48.909567
94 2.06441 0.0255591 57.8323 96 8.758140 34.380454 14.386594 48.967723
95 2.06298 0.0182102 58.4271 97 8.781258 34.438627 14.336972 48.706019
96 2.06202 0.0217987 59.1043 98 8.731168 34.351367 14.329338 48.531550
97 2.06037 0.0333357 59.702 99 8.727315 34.496800 14.325521 48.618785
98 2.05968 0.058834 60.3105 100 8.684930 34.380454 14.268265 48.444315
99 2.05821 0.0167764 60.9283 101 8.700343 34.554974 14.264448 48.444315
100 2.05767 0.0159545 61.5272 102 8.700343 34.467714 14.287350 48.531550
101 2.05672 0.0207968 62.1291 103 8.731168 34.496800 14.298801 48.589706
102 2.05563 0.0403823 62.7461 104 8.708049 34.525887 14.272082 48.531550
103 2.05437 0.0207261 63.3565 105 8.723462 34.700407 14.241545 48.415237
104 2.05365 0.0137297 63.9639 106 8.684930 34.700407 14.222460 48.473393
105 2.05287 0.016739 64.5606 107 8.665665 34.729494 14.245362 48.444315
106 2.05227 0.0355226 65.1656 108 8.773552 34.758581 14.302619 48.386159
107 2.05146 0.0184062 65.8736 109 8.738874 34.671321 14.317887 48.473393
108 2.05053 0.0144713 66.4832 110 8.704196 34.642234 14.298801 48.415237
109 2.04992 0.0162522 67.0856 111 8.723462 34.671321 14.260631 48.444315
110 2.04935 0.0510193 67.6772 112 8.684930 34.525887 14.191923 48.269846
111 2.04791 0.0162403 68.2701 113 8.708049 34.758581 14.172838 48.328002
112 2.04741 0.0114905 68.8785 114 8.708049 34.700407 14.176655 48.269846
113 2.04685 0.0173563 69.4686 115 8.719609 34.787667 14.169021 48.298924
114 2.04652 0.0382156 70.0635 116 8.738874 34.729494 14.207191 48.298924
115 2.0459 0.0158464 70.6659 117 8.700343 34.613147 14.149935 48.211689
116 2.04535 0.0128131 71.2692 118 8.692637 34.584061 14.153752 48.240768
117 2.04487 0.0159681 71.8724 119 8.723462 34.554974 14.172838 48.298924
118 2.04418 0.0261954 72.4705 120 8.723462 34.409540 14.134667 48.240768
119 2.04353 0.0182773 73.0814 121 8.731168 34.496800 14.115581 48.211689
120 2.04318 0.0100237 73.725 122 8.742727 34.584061 14.153752 48.124455
121 2.04268 0.0133785 74.3782 123 8.719609 34.525887 14.218643 48.298924
122 2.04226 0.0157225 75.0242 124 8.715755 34.525887 14.214826 48.415237
123 2.04174 0.0147405 75.673 125 8.673371 34.322280 14.161386 48.444315
124 2.04127 0.0113271 76.2773 126 8.715755 34.525887 14.153752 48.357081
125 2.04072 0.0152181 76.8685 127 8.711902 34.235020 14.230094 48.444315
126 2.04037 0.0162442 77.4612 128 8.681077 34.176847 14.199557 48.386159
127 2.04008 0.010386 78.0637 129 8.688784 34.264107 14.218643 48.502472
128 2.03973 0.00962234 78.7211 130 8.638693 34.147760 14.211008 48.502472
129 2.03938 0.018162 79.3239 131 8.669518 34.235020 14.211008 48.531550
130 2.03896 0.0113026 79.9179 132 8.627134 34.205934 14.245362 48.502472
131 2.03867 0.00958205 80.5363 133 8.615574 34.176847 14.283533 48.589706
132 2.03832 0.0107712 81.1451 134 8.646399 34.176847 14.283533 48.502472
133 2.03804 0.0111058 81.7553 135 8.673371 34.205934 14.294984 48.444315
134 2.03773 0.0108119 82.3632 136 8.731168 34.322280 14.272082 48.444315
135 2.03738 0.0107559 82.9613 137 8.711902 34.351367 14.249179 48.386159
136 2.03715 0.0168903 83.5582 138 8.738874 34.438627 14.279716 48.531550
137 2.03695 0.00821131 84.1637 139 8.731168 34.438627 14.249179 48.328002
138 2.03674 0.00820321 84.7597 140 8.696490 34.380454 14.279716 48.415237
139 2.03651 0.0100717 85.3733 141 8.669518 34.322280 14.275899 48.357081
140 2.03643 0.025074 85.9768 142 8.596309 34.205934 14.252996 48.444315
141 2.03609 0.00768105 86.5684 143 8.650252 34.176847 14.275899 48.473393
142 2.03595 0.00603365 87.1644 144 8.654105 34.147760 14.275899 48.444315
143 2.03576 0.00809566 87.7718 145 8.677224 34.205934 14.294984 48.618785
144 2.03557 0.0204762 88.3739 146 8.638693 34.031414 14.237728 48.531550
145 2.03531 0.00933588 88.973 147 8.619427 33.915067 14.214826 48.444315
146 2.03509 0.00653366 89.5836 148 8.627134 33.885980 14.207191 48.502472
147 2.03489 0.008529 90.1913 149 8.627134 33.915067 14.180472 48.502472
148 2.03476 0.0187199 90.797 150 8.630987 33.944154 14.169021 48.357081
149 2.03452 0.0071833 91.503 151 8.657959 33.915067 14.161386 48.531550
150 2.03437 0.00624491 92.0981 152 8.630987 33.856894 14.153752 48.473393
151 2.03418 0.00801665 92.7064 153 8.623281 33.827807 14.176655 48.531550
152 2.03388 0.0111762 93.3135 154 8.627134 33.885980 14.188106 48.531550
153 2.03375 0.0130677 94.4952 156 8.611721 33.944154 14.176655 48.415237
154 2.03359 0.006315 95.0965 157 8.627134 33.885980 14.165203 48.328002
155 2.03347 0.0054667 95.7147 158 8.646399 33.915067 14.195740 48.415237
156 2.03333 0.00762956 96.3251 159 8.673371 34.031414 14.184289 48.357081
157 2.03319 0.0127951 96.9225 160 8.681077 34.031414 14.146118 48.298924
158 2.03303 0.00722676 97.5161 161 8.665665 34.031414 14.157569 48.298924
159 2.03283 0.00691159 98.1125 162 8.677224 34.118674 14.157569 48.328002
160 2.03269 0.00822872 98.7123 163 8.642546 34.060500 14.138484 48.211689
161 2.03254 0.0114725 99.3109 164 8.619427 33.915067 14.119398 48.095377
162 2.0324 0.0054809 99.9159 165 8.604015 33.915067 14.130850 48.153533
163 2.03232 0.00549004 100.542 166 8.607868 33.915067 14.127033 48.298924
164 2.0322 0.00628079 101.141 167 8.615574 33.973240 14.115581 48.298924
165 2.0321 0.0185243 101.741 168 8.600162 33.915067 14.138484 48.182611
166 2.03189 0.00664398 102.349 169 8.584749 33.915067 14.119398 48.153533
167 2.0318 0.00468715 102.948 170 8.596309 33.944154 14.134667 48.153533
168 2.0317 0.00575659 103.54 171 8.623281 34.060500 14.107947 48.037220
169 2.03158 0.0115935 104.147 172 8.642546 34.089587 14.172838 48.153533
170 2.03145 0.00636484 104.752 173 8.634840 34.031414 14.127033 48.095377
171 2.03138 0.00433121 105.379 174 8.642546 34.060500 14.123216 48.037220
Optimization converged with status CONVERGED_GTTOL.
Total CPU time: 94.99 seconds 
Total wallclock time: 105.379 seconds 
Objective/gradient CPU time: 93.31 seconds 
Objective/gradient wallclock time: 103.415 seconds 
